"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","Bye","Ros %","GP","Yds/A","Yds/C","Pa0-9","Pa10-19","Pa20-29","Pa30-39","Pa40-49","Pa50+","LgPa","Ru0-9","Ru10-19","Ru20-29","Ru30-39","Ru40-49","Ru50+","LgRu","Rc0-9","Rc10-19","Rc20-29","Rc30-39","Rc40-49","Rc50+","LgRc","F","TO"
"*05jde*","Donovan Peoples-Jones","CLE","WR","78","DN","24","CLE 14<br/>@PIT 28 F","500,000","2nd","89","9","97%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","42","1","1"
"*05jd5*","Darnell Mooney","CHI","WR","322","Nick","25","MIN 29<br/>@CHI 13 F","7,530,750","3rd","88.6","14","92%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","56","0","0"
"*05rmo*","Rondale Moore","ARI","WR","402","Mullen","22","ARI 13<br/>@SF 38 F","625,000","2nd","88.5","13","89%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","38","0","0"
"*04cf1*","George Kittle","SF","TE","39","ROTK_Ben","29","ARI 13<br/>@SF 38 F","9,009,039","5th","88.5","9","100%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","1","1"
"*04cd7*","Kareem Hunt","CLE","RB","216","Mullen","27","CLE 14<br/>@PIT 28 F","6,102,691","5th","88.1","","92%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","24","0","0"
"*04cfo*","Isaiah McKenzie","BUF","WR","198","Shelton","28","NE 23<br/>@BUF 35 F","4,000,000","1st","87.8","14","86%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","28","0","0"
"*02zsg*","DeAndre Hopkins","ARI","WR","148","Roberto","30","ARI 13<br/>@SF 38 F","15,795,000","5th","87.6","13","100%","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","1","0"
"*04mpt*","Mike Gesicki","MIA","TE","268","QBRT","27","Bye","4,605,522","5th","86.9","10","81%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0"
"*04crt*","Taysom Hill","NO","QB,TE","167","Aaron","32","CAR 10<br/>@NO 7 F","600,000","3rd","86.9","14","86%","9","10.1","14.4","4","1","1","0","1","0","41","0","0","0","0","0","0","60","0","0","0","0","0","0","11","1","0"
"*05jlt*","James Robinson","JAX/NYJ","RB","392","Aaron","24","Bye","5,601,600","3rd","86.6","10","86%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","10","1","0"
"*02j82*","Ryan Tannehill","TEN","QB","137","Roberto","34","TEN 16<br/>@JAX 20 F","25,843,550","7th","86.1","6","86%","7","7.4","11.9","62","30","14","2","2","2","63","0","0","0","0","0","0","11","0","0","0","0","0","0","0","2","4"
"*04cdt*","James Conner","ARI","RB","67","Pong","27","ARI 13<br/>@SF 38 F","3,800,000","1st","85.3","13","100%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","21","1","0"
"*060ru*","Rachaad White","TB","RB","121","QBRT","24","TB 17<br/>@ATL 30 F","625,000","2022","85.1","11","94%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","20","1","1"
"*04ypi*","David Montgomery","CHI","RB","93","Pong","25","MIN 29<br/>@CHI 13 F","4,375,000","2050","84.4","6","97%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","30","1","1"
"*04msc*","Ray-Ray McCloud","SF","WR","145","Yoshi","26","ARI 13<br/>@SF 38 F","500,000","9th","84.3","9","8%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","2","0"
"*05gug*","Chase Claypool","PIT/CHI","WR","300","LCS","24","MIN 29<br/>@CHI 13 F","625,000","3rd","84.1","14","92%","10","1.0","1.0","1","0","0","0","0","0","1","0","0","0","0","0","0","15","0","0","0","0","0","0","26","0","0"
"*04ce6*","Mack Hollins","LV","WR","144","Yoshi","29","KC 31<br/>@LV 13 F","500,000","9th","83.6","14","78%","9","4.0","4.0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0"
"*04msb*","Braxton Berrios","NYJ","WR","176","Bryce","27","NYJ 6<br/>@MIA 11 F","500,000","9th","83","11","17%","9","2.0","2.0","1","0","0","0","0","0","2","0","0","0","0","0","0","25","0","0","0","0","0","0","13","0","0"
"*04ohb*","Will Dissly","SEA","TE","310","Bryce","26","LAR 16<br/>@SEA 19 F","500,000","9th","82.8","11","19%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","0","0"
"*05rni*","Josh Palmer","LAC","WR","111","Nick","23","LAC 28<br/>@DEN 31 F","562,000","2nd","82.4","8","94%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","45","0","0"
"*03cd5*","Brandin Cooks","HOU","WR","170","Aaron","29","HOU 32<br/>@IND 31 F","2,000,000","3rd","81.6","9","94%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","44","0","0"
"*04ynn*","Noah Fant","SEA","TE","164","Pong","25","LAR 16<br/>@SEA 19 F","625,000","3rd","81.6","11","89%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","0","0"
"*05gu2*","D'Andre Swift","DET","RB","77","DN","24","DET 20<br/>@GB 16 F","2,500,000","3rd","81.3","6","100%","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","25","0","0"
"*05rm3*","Kyle Pitts","ATL","TE","388","Aaron","22","TB 17<br/>@ATL 30 F","2,100,000","2020","80.8","14","97%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0"
"*060sb*","Romeo Doubs","GB","WR","297","Mullen","22","DET 20<br/>@GB 16 F","625,000","2022","80.5","14","89%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","26","2","1"
"*060lg*","George Pickens","PIT","WR","120","ROTK_Ben","22","CLE 14<br/>@PIT 28 F","625,000","2022","80.4","9","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","36","0","0"
"*060sn*","Isiah Pacheco","KC","RB","74","ROTK_Ben","23","KC 31<br/>@LV 13 F","625,000","2022","78.7","8","100%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","12","3","1"
"*03wr9*","Ezekiel Elliott","DAL","RB","82","Bryce","27","DAL 6<br/>@WAS 26 F","7,316,645","5th","77.5","","97%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","31","0","0"
"*05ilk*","A.J. Dillon","GB","RB","117","Yoshi","24","DET 20<br/>@GB 16 F","562,500","2nd","77.3","14","100%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","12","1","0"
"*03ohe*","Melvin Gordon","DEN/KC","RB","389","Roberto","29","KC 31<br/>@LV 13 F","6,278,950","5th","77.1","8","25%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","24","4","2"
"*04oi9*","Marquez Valdes-Scantling","KC","WR","236","ROTK_Ben","28","KC 31<br/>@LV 13 F","5,000,000","2022","75.8","8","89%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","0","0"
"*04cdj*","D'Onta Foreman","CAR","RB","206","RBM","26","CAR 10<br/>@NO 7 F","600,000","1st","75.1","14","92%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0","0","0","0","0","23","0","0"
"*04ce4*","Josh Reynolds","DET","WR","311","Shelton","28","DET 20<br/>@GB 16 F","600,000","3rd","73.7","6","19%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","0","0"
"*060rz*","Tyler Allgeier","ATL","RB","131","Pong","22","TB 17<br/>@ATL 30 F","875,000","2022","73.1","14","94%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","25","0","0"
"*060te*","Cade Otton","TB","TE","269","Nick","23","TB 17<br/>@ATL 30 F","500,000","1st","73.1","11","81%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0"
"*04ytp*","Darrell Henderson","LAR/JAX","RB","496","Mullen","25","Bye","1,562,500","3rd","72.6","","31%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","15","0","0"
"*04zeg*","Dawson Knox","BUF","TE","129","DN","26","NE 23<br/>@BUF 35 F","2,942,700","5th","72","7","86%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0"
"*05rlh*","Zach Wilson","NYJ","QB","343","Bryce","23","Bye","2,500,000","2nd","72","10","28%","6","7.2","12.5","53","24","11","2","1","3","79","0","0","0","0","0","0","18","0","0","0","0","0","0","2","1","6"
"*040fn*","Kenyan Drake","BAL","RB","309","Shelton","29","BAL 16<br/>@CIN 27 F","5,335,836","5th","71.9","","28%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","15","0","0"
"*04cfd*","Jamal Agnew","JAX","WR","171","Aaron","28","TEN 16<br/>@JAX 20 F","500,000","9th","71.9","11","11%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","24","0","0"
"*04zgs*","Olamide Zaccheaus","ATL","WR","281","Shelton","25","TB 17<br/>@ATL 30 F","600,000","1st","70.9","","22%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","1","1"
"*060m1*","Alec Pierce","IND","WR","277","Roberto","22","HOU 32<br/>@IND 31 F","625,000","2022","70.6","14","89%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","1","0"
"*04mqe*","Nyheim Hines","IND/BUF","RB","125","Aaron","26","NE 23<br/>@BUF 35 F","6,400,000","2nd","70.4","7","83%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","22","1","0"
"*03cej*","Allen Robinson","LAR","WR","421","Mullen","29","LAR 16<br/>@SEA 19 F","11,611,125","5th","70.2","7","78%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0"
"*04mpo*","Dalton Schultz","DAL","TE","105","Bryce","26","DAL 6<br/>@WAS 26 F","4,965,000","2nd","69.7","6","97%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","1","1"
"*02jcd*","Marvin Jones","JAX","WR","251","DN","33","TEN 16<br/>@JAX 20 F","1,900,000","2nd","68.6","6","25%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0"
"*060kb*","Kenny Pickett","PIT","QB","181","Aaron","24","CLE 14<br/>@PIT 28 F","750,000","2022","67.9","9","94%","6","6.0","8.9","80","37","9","2","0","0","36","0","0","0","0","0","0","23","0","0","0","0","0","0","0","3","9"
"*05rqi*","Avery Williams","ATL","RB","359","FA","24","TB 17<br/>@ATL 30 F","500,000","9th","67.7","14","0%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","10","0","0"
"*040pv*","Kalif Raymond","DET","WR","154","SNLR","28","DET 20<br/>@GB 16 F","500,000","9th","67.6","6","19%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","43","1","1"
"*04ca3*","Corey Davis","NYJ","WR","347","RBM","28","Bye","11,621,523","5th","66.1","10","83%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66","0","0"
"*04mo7*","Baker Mayfield","CAR/LAR","QB","252","Pong","27","LAR 16<br/>@SEA 19 F","18,840,000","5th","66","11","78%","6","6.5","11.4","51","27","9","3","0","3","75","0","0","0","0","0","0","17","0","0","0","0","0","0","0","6","5"
"*04chk*","Noah Brown","DAL","WR","262","ROTK_Ben","27","DAL 6<br/>@WAS 26 F","500,000","9th","65.2","6","17%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","1","1"
"*03cff*","Jerick McKinnon","KC","RB","72","DN","30","KC 31<br/>@LV 13 F","500,000","1st","64.7","","94%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","34","0","0"
"*05rnp*","Nico Collins","HOU","WR","349","Pong","24","HOU 32<br/>@IND 31 F","562,000","2020","64.4","6","89%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","0","0"
"*04ynu*","Damien Harris","NE","RB","379","Nick","26","NE 23<br/>@BUF 35 F","625,000","3rd","63.9","7","92%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","11","0","0"
"*04zfx*","Darius Slayton","NYG","WR","211","Yoshi","26","NYG 16<br/>@PHI 22 F","3,000,000","2nd","63.7","9","86%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","0","0"
"*060kh*","Christian Watson","GB","WR","118","QBRT","23","DET 20<br/>@GB 16 F","625,000","2022","62.9","14","97%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","58","0","0"
"*02zsr*","Robert Woods","TEN","WR","224","Nick","31","TEN 16<br/>@JAX 20 F","13,358,125","5th","62.8","6","83%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","1","1"
"*04ynj*","Irv Smith","MIN","TE","530","RBM","24","Bye","5,435,870","4th","61.8","10","78%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","1","0"
"*05rsi*","Dax Milne","WAS","WR","476","FA","23","DAL 6<br/>@WAS 26 F","500,000","1st","61.3","14","0%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0"
"*05roz*","Kylen Granson","IND","TE","468","Nick","25","HOU 32<br/>@IND 31 F","500,000","2nd","60.8","14","8%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","1","0"
"*040ha*","Dak Prescott","DAL","QB","75","Bryce","29","DAL 6<br/>@WAS 26 F","22,752,391","5th","60.1","9","100%","4","6.7","10.6","41","28","7","3","0","0","35","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","4"
"*04osm*","Dontrell Hilliard","TEN","RB","452","Pong","28","TEN 16<br/>@JAX 20 F","600,000","1st","59.9","","17%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","31","0","0"
"*05jdk*","K.J. Osborn","MIN","WR","140","Shelton","25","MIN 29<br/>@CHI 13 F","3,200,000","1st","59.1","7","83%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","28","0","0"
"*04oih*","Russell Gage","TB","WR","228","Aaron","27","TB 17<br/>@ATL 30 F","3,550,000","3rd","59.1","11","83%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","1","1"
"*04oyz*","Brandon Powell","LAR","WR","222","FA","27","LAR 16<br/>@SEA 19 F","500,000","1st","58.8","7","0%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","16","1","0"
"*040ep*","Hunter Henry","NE","TE","229","Aaron","28","Bye","700,000","3rd","58.5","10","86%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","0","0"
"*05rsa*","Ben Skowronek","LAR","WR","424","FA","25","LAR 16<br/>@SEA 19 F","500,000","9th","58.2","7","14%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","32","0","0"
"*060s4*","Isaiah Likely","BAL","TE","285","Nick","22","Bye","500,000","1st","58","10","81%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0"
"*05rlg*","Mac Jones","NE","QB","124","Roberto","24","Bye","750,000","2nd","57.8","10","92%","6","6.8","10.3","63","25","11","3","3","0","44","0","0","0","0","0","0","15","0","0","0","0","0","0","0","2","8"
"*060tb*","Daniel Bellinger","NYG","TE","378","Yoshi","22","NYG 16<br/>@PHI 22 F","500,000","1st","57.4","9","75%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","20","0","0"
"*02zx3*","Rex Burkhead","HOU","RB","506","FA","32","HOU 32<br/>@IND 31 F","500,000","9th","57.2","","11%","9","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","15","0","0"
"*04zvk*","Foster Moreau","LV","TE","320","Yoshi","25","KC 31<br/>@LV 13 F","500,000","9th","57","","22%","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","1","1"
"*040qg*","J.D. McKissic","WAS","RB","629","Shelton","29","DAL 6<br/>@WAS 26 F","3,400,000","2nd","55.8","","17%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0","0","0","14","0","0"
"*02ztr*","Marquise Goodwin","SEA","WR","384","SNLR","32","LAR 16<br/>@SEA 19 F","500,000","9th","55.7","9","11%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0"
"*03ox7*","Taylor Heinicke","WAS","QB","254","QBRT","30","DAL 6<br/>@WAS 26 F","500,000","2nd","55","14","81%","4","6.9","11.2","33","26","5","2","3","0","49","0","0","0","0","0","0","9","0","0","0","0","0","0","0","1","5"
"*060ls*","Jahan Dotson","WAS","WR","208","LCS","23","DAL 6<br/>@WAS 26 F","625,000","2022","54.6","14","100%","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0"
"*05rle*","Rashod Bateman","BAL","WR","636","Pong","23","Bye","625,000","2nd","54.5","10","83%","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","1","1"
"*06185*","Rashid Shaheed","NO","WR","151","Yoshi","24","CAR 10<br/>@NO 7 F","500,000","9th","54.3","14","75%","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","53","0","0"
"*04mq8*","Dante Pettis","CHI","WR","442","FA","27","MIN 29<br/>@CHI 13 F","1,163,737","11th","54.2","","3%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","51","1","0"
"*040gt*","Chris Moore","HOU","WR","264","Shelton","29","HOU 32<br/>@IND 31 F","500,000","9th","53.3","","17%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","52","0","0"
"*03ohc*","DeVante Parker","NE","WR","319","Aaron","30","Bye","8,051,667","5th","53.1","10","78%","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0"
"*04omq*","Trent Sherfield","MIA","WR","428","SNLR","27","NYJ 6<br/>@MIA 11 F","500,000","1st","52.7","7","11%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0"
"*04czi*","Cooper Rush","DAL","QB","647","FA","29","DAL 6<br/>@WAS 26 F","500,000","9th","52.6","9","6%","6","6.5","11.3","45","30","9","2","2","0","46","0","0","0","0","0","0","6","0","0","0","0","0","0","0","2","3"
"*04mrx*","Rashaad Penny","SEA","RB","662","ROTK_Ben","27","LAR 16<br/>@SEA 19 F","1,957,352","3rd","52.2","7","83%","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","6","1","0"
"*02zwu*","Latavius Murray","NO/DEN","RB","143","Shelton","33","LAC 28<br/>@DEN 31 F","500,000","9th","51.8","","83%","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","14","0","0"
"*04ohj*","Chase Edmonds","MIA/DEN","RB","489","Bryce","26","LAC 28<br/>@DEN 31 F","593,089","3rd","51.5","11","78%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","15","0","0"
"*040ex*","Michael Thomas","NO","WR","672","QBRT","30","CAR 10<br/>@NO 7 F","16,383,438","5th","51.1","14","86%","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0"
"*06350*","KaVontae Turpin","DAL","WR","434","Shelton","26","DAL 6<br/>@WAS 26 F","562,000","2022","50.3","9","0%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","9","0","0"
"*060th*","Raheem Blackshear","BUF/CAR","RB","328","FA","23","CAR 10<br/>@NO 7 F","500,000","9th","50.2","13","6%","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","27","0","0"
